HUGO_GeneName	EntrezID
ITGB1BP2	26548
LYSMD2	256586
LOC317727	317727
PHF19	26147
AFF2	2334
RPS19P6	100271078
LINC02159	285629
CASC20	101929244
TUBA3E	112714
NSMF	26012
SNX12	29934
OR10A7	121364
LOC101928174	101928174
AUTS2	26053
FTH1P25	100462799
LOC105373524	105373524
VTI1BP4	100422540
RN7SKP68	106480854
CTF1	1489
HELB	92797
FAM41C	284593
SERPINH1	871
SETD2	29072
STRAP	11171
PPIAP60	107985791
OR7E24	26648
VCL	7414
RPL7P3	140857
TPSD1	23430
LOC400684	400684
TMED7-TICAM2	100302736
PDK3	5165
RNA5SP261	100873515
EPS15	2060
ACKR1	2532
LOC400026	400026
GJC1	10052
RABGEF1	27342
UROS	7390
ELMOD3	84173
SMAD1-AS2	101927659
MGST2	4258
RN7SL757P	106480530
LINC00618	145249
H2BC14	8342
PTBP3	9991
RNA5SP267	100873520
LOC105375297	105375297
TCTN1	79600
SPDYE6	729597
KRT73-AS1	100127967
DTWD1	56986
VSTM5	387804
BACE2	25825
RPL13AP17	399670
A4GALT	53947
ZNF92	168374
ARHGEF40	55701
IFNLR1	163702
SLC4A1	6521
ALKAL1	389658
LOC101927188	101927188
WRBP1	256085
TBC1D3P4	100631253
DOP1A	23033
RPL9P19	100129634
COX20	116228
LOC100420254	100420254
LYRM2	57226
KRT18P46	391458
C8orf87	389676
RPL30P9	100270981
MFAP4	4239
ATP5MC2	517
ATP6V1G1P2	100128541
BORCS5	118426
RNA5S4	100169755
TMEM43	79188
LINC01431	100505683
H1-3	3007
BCL7A	605
ABI3BP	25890
TSPAN17	26262
VN1R4	317703
LINC02499	728040
EPN1	29924
ADAM1B	100420505
FLJ38576	651430
TMEM40	55287
SNORD53B	109617012
CCNYL1	151195
FAM160A2	84067
MIOXP1	100419614
SLCO1B7	338821
PHKA1	5255
OFD1P5Y	386689
CSRP3	8048
RN7SL589P	106479438
ATP5MF-PTCD1	100526740
RNA5SP141	100873408
SMARCA4	6597
PPP2R5E	5529
NCK1	4690
GATAD2B	57459
SNORD43	26807
PPA1	5464
ALMS1	7840
TRIM49	57093
MRPS34	65993
ADCY10	55811
OR4K12P	81078
WNT10B	7480
SCGB1D1	10648
FAIM	55179
RN7SL399P	106479370
LOC100420800	100420800
MTATP6P23	107075300
EFHD2	79180
NUPR1	26471
OR7E117P	399857
ZHX1-C8orf76	100533106
KRTCAP2	200185
NUP93	9688
ATP5MC1	516
RNY4P29	100873823
SPRYD7P1	100130843
MAP3K15	389840
SNORD116-18	100033430
MRGPRX7P	441592
DEFB130A	245940
HAR1B	768097
RNA5SP445	100873691
PRKG2-AS1	101928942
MTCYBP20	107075128
INSC	387755
RNASE12	493901
RNA5SP235	100873493
RPS16P4	100271068
KRTCAP3	200634
USP17L3	645836
GBX1	2636
YTHDF3-AS1	101410533
SDCBP2	27111
ABTB1	80325
LOC100130881	100130881
PEBP4	157310
OR2G2	81470
IL6RP1	157916
LOC101928731	101928731
OR4K13	390433
SEC22A	26984
AP5S1	55317
FZD4-DT	100506368
DAGLA	747
TMEM183A	92703
LINC00656	200261
IL5RA	3568
TRIM14	9830
MSTO1	55154
PPM1B	5495
QRICH1	54870
SNORA67	26781
PNMA6E	649238
ZNF433	163059
ALDH1A2	8854
GUCY1B1	2983
CYP7A1	1581
RPS2P10	401974
RPL34P32	100271502
GOLGA8A	23015
PKN3	29941
PDZK1IP1	10158
LOC101929552	101929552
RAB19	401409
C6orf132	647024
LOC728660	728660
DGKK	139189
HLF	3131
CHRNE	1145
C1orf158	93190
C16orf92	146378
MTATP8P1	106480795
CPEB4	80315
C5orf34	375444
LINC01097	285547
RPL23AP14	341511
HELZ	9931
LINC01299	286186
RPN1	6184
RN7SKP116	106480869
RNU4-63P	106479587
RNU6-84P	106479603
RNU6-721P	106481774
LOC100419170	100419170
PLEKHM2	23207
TIMM13	26517
RNA5SP339	100873602
FBXL5	26234
YEATS2	55689
COQ10A	93058
RNA5SP23	100873278
SNED1	25992
LINC02018	107986100
SLC26A2	1836
TPRA1	131601
NTPCR	84284
MEF2D	4209
LINC01721	400839
RNU7-120P	106480817
MTAP	4507
ERCC2	2068
FAM120B	84498
MTAPP2	100420621
IGBP1	3476
CCDC102B	79839
ACSL3	2181
CORO2A	7464
LOC646674	646674
GJB6	10804
SSTR2	6752
TNFAIP1	7126
VWC2L	402117
REEP2	51308
RNU6-712P	106481404
TRPT1	83707
FAM219A	203259
WFDC3	140686
SZT2-AS1	100873952
OR51N1P	119696
ZFYVE9	9372
PSMC1P6	643766
LRRC37A	9884
POMGNT2	84892
RNU1-54P	106481611
FIS1	51024
RNU6-244P	106866981
TMEM61	199964
PMPCA	23203
TMEM86A	144110
C10orf88	80007
CCDC17	149483
SOX8	30812
ANAPC16	119504
MARCHF6	10299
RPL7AP21	100271038
TLCD1	116238
FAM197Y5	100289150
LOC107986375	107986375
LOC105378242	105378242
GAS7	8522
PGBD3P1	267005
ZNF594	84622
AP5M1	55745
SGSM2	9905
RNU6-659P	106481390
MTND5P6	100873196
CHST13	166012
ELOVL4	6785
TGFB3	7043
USP16	10600
RNA5SP402	100873655
RRM2P2	6244
GRAMD4P3	100631248
BCRP8	100133044
AGAP3	116988
KCND3-AS1	100873995
NXNL1	115861
CDC27P2	100130277
BRSK1	84446
ACTR1A	10121
CAND2	23066
PGAM2	5224
RPL32P26	100271491
RPS4XP20	100271386
LRRC39	127495
RNU6-654P	106481909
RNU6-1079P	106480040
LINC01099	101928656
NIFK	84365
EMC4	51234
SLC9B1P5	100533705
SERPINB13	5275
ADRB3	155
RPL32P20	392271
DUSP12	11266
RPL7L1P1	100129260
CHD1L	9557
RNU6-813P	106481438
CHST8	64377
H2AC4	8335
USP42	84132
MIA2	4253
CDRT15	146822
MAFG	4097
WDR5	11091
OR13C7	81377
RN7SL335P	106480375
BAD	572
LINC01281	286442
NYAP1	222950
USP40	55230
CYCSP5	360158
CCDC200	100874261
KIF12	113220
SMIM2-IT1	100874377
EEF1B2P3	644820
VLDLR-AS1	401491
UBXN4	23190
DGAT2	84649
MARS1	4141
SNORD63B	109617013
OCM	654231
C9	735
BRI3BP	140707
ITPK1-AS1	319085
LINC02383	105374436
ICAM1	3383
ERC2-IT1	711
MGC15885	197003
MRPL53P1	359752
SNORD6	692075
SIVA1	10572
SNHG1	23642
RPS3AP6	145767
PTBP2	58155
ALDH16A1	126133
RNU6-1246P	106480110
LMAN1	3998
NKRF	55922
HDHD2	84064
TOMM22P4	100874517
IGFL1P2	727704
GPRC5D-AS1	100506314
SCGB1D5P	100874258
SND1	27044
PRMT3	10196
OR2T1	26696
TPMT	7172
HSFY1P1	27437
RNA5SP239	100873497
MCF2L	23263
CNTNAP2	26047
PATE1	160065
RSAD1	55316
RNU6-743P	106480605
MYCT1	80177
WFS1	7466
RNA5SP469	100873712
LOC100422627	100422627
CALM3	808
BMP3	651
RNU6-1219P	106480649
OR13C6P	392311
CROCC	9696
TRIP6	7205
LY6G6F	259215
TPBGL	100507050
LOC100421308	100421308
ARMC2	84071
SLC6A19	340024
RNU6-995P	106481494
GSTA1	2938
SMIM11A	54065
HERC6	55008
LINC02180	102467079
SHPK	23729
FRG2LP	106480352
RPLP1P10	100271346
LINC02080	101928514
STK33P1	553118
PCDHA12	56137
KRT19	3880
LINC02303	105370479
SEMG1	6406
H1-7	341567
MIF	4282
RNA5SP321	100873587
RP9P	441212
SLC6A14	11254
ZNF396	252884
RPS5P2	100130240
NANP	140838
LOC100132609	100132609
MEIS1	4211
TMCO4	255104
CFAP47	286464
LOC100913179	100913179
MED15P3	106481657
C22orf15	150248
CXADR	1525
RBM17	84991
RRAS2	22800
NLRX1	79671
SRGN	5552
RGS21	431704
ETDA	101928677
MTCO3P15	107075154
RPL31P55	100128250
LOC105369209	105369209
CDH9	1007
RN7SL719P	106481119
RNU6-38P	106480709
BHLHE22	27319
TBX18-AS1	102724201
RNU6-1317P	106481596
CHEK2P2	646096
RNF32-AS1	101927858
TRIM2	23321
KRTAP21-4P	337986
RPL13P10	100133108
RNU7-182P	106480831
ILDR1	286676
SLC38A4	55089
LHX1	3975
DNAJA2	10294
C1QTNF7-AS1	101929095
LIN37	55957
CFAP92	57501
NAPGP1	100288843
MTND2P39	107075312
SNORD115-6	100033443
SHANK2	22941
GOLGA6L7	728310
MTCO2P30	107075195
LOC400710	400710
MAPK7	5598
LINC00343	144920
SYCP1	6847
RNU5F-8P	100873839
OSBPL8	114882
RPS29P26	100271591
NR2F6	2063
DEFB135	613209
CORT	1325
SPATA31D2P	100130636
PCDHB10	56126
OR7C1	26664
OR2T7	81458
LINC01331	104310351
AKAP7	9465
RAD21-AS1	644660
LINC01482	101928104
FLJ20021	90024
KIF1C	10749
KRT79	338785
PPFIA1	8500
NEUROD2	4761
RNU6-212P	106481243
CRYBA2	1412
HMX2	3167
ANKEF1	63926
RPS4XP10	100271133
LINC02556	102724679
HIPK2	28996
PRAMEF1	65121
MAGED1	9500
SPRR2G	6706
SPHK1	8877
C22orf23	84645
URB2	9816
NELL2	4753
TOMM40P4	100422473
CDK3	1018
MTND5P34	107075255
ADAMTS19	171019
NIFKP7	106479049
PPIAP30	100192204
CSHL1	1444
MARK2P5	100421485
LINC00682	101927074
SLC25A24P2	100422608
SYNJ2BP-COX16	100529257
RNA5SP461	100873705
TMEM191C	645426
RPL36AP21	100271332
SNORD115-4	100033441
DEFB105B	504180
VSX1	30813
RPL7AP5	326309
RPL21P74	100271184
GPR4	2828
XRCC3	7517
MTCO2P7	107075145
PAWRP1	100420526
MRGPRX10P	390101
POLK	51426
UNC93B6	255620
LINC02619	105377245
TRAPPC13P1	646193
LOC105370401	105370401
ZDHHC22	283576
MTND4P8	100873194
LOC105374461	105374461
TMEM238	388564
UNC93B1	81622
LMNTD1	160492
BEX1	55859
NSMCE2	286053
RBFOX1	54715
LIM2	3982
MYD88	4615
RN7SKP225	106479195
ALG1	56052
EDRF1-DT	399821
COX10-AS1	100874058
SYNGR1	9145
LEPROTL1	23484
UNC45A	55898
NXPE1	120400
LRTM1	57408
BPIFB1	92747
SHD	56961
TTC39C-AS1	102724246
RNU6-1064P	106481515
HS3ST1	9957
TMCO3	55002
MCF2	4168
NIT2	56954
RPL36AP47	100271647
GLB1L2	89944
ACSS1	84532
MBD3	53615
OLFM1	10439
KRT8P38	100418799
LOC101927418	101927418
RNU6-1072P	106480037
LOC100507551	100507551
HESX1	8820
CCNL2	81669
AOAH	313
NR1I3	9970
RNU1-64P	106480168
IGSF21	84966
RNU6-1271P	106480120
RNA5SP332	100873598
APBA3	9546
RPL9P33	100271229
LINC02064	101929681
RPL4P2	646688
LINC00652	29075
RN7SKP209	106479188
MED6	10001
RNU1-36P	106481783
PACS2	23241
LINC01395	101929557
FAM71E2	284418
SLC51B	123264
RPS10P27	100129556
H3C9P	100289545
PLEKHH1	57475
HMGN1P23	100874461
RBMY2GP	378952
NCAM1	4684
LOC101929237	101929237
EDNRA	1909
MRPL32	64983
RPS15AP23	100271558
ULK2	9706
LTBP4	8425
ESRRG	2104
PRELID3BP2	106481667
PAPPA	5069
MACROD2-AS1	100379174
ZNF90	7643
ANGPTL8	55908
RNU1-27P	26865
MCM2	4171
KRT20	54474
SRP14-AS1	100131089
COMP	1311
RNA5SP451	100873696
MTERF2	80298
RNA5SP520	106480771
APOL6	80830
OR12D3	81797
FSD1	79187
LOC100419570	100419570
LOC100131785	100131785
UCHL5	51377
KRTAP4-5	85289
LINC01979	101928766
PMS2CL	441194
PGRMC1	10857
LYL1	4066
RN7SL361P	106479355
RN7SL314P	106481836
NGB	58157
COX7B2	170712
POU5F1B	5462
BNIP3P3	100421736
RNA5SP376	106479010
MTSS2	92154
DEFA11P	724068
FAM197Y6	105379270
ELOA2	51224
DALRD3	55152
KRT83	3889
RNU4-9P	100862675
TMSB4XP4	7118
LINC02857	107986618
RN7SL351P	106479351
LOC100131685	100131685
LOC340512	340512
CRTC1	23373
PPIGP1	100131033
KCNQ5-IT1	100507381
SNORD92	692209
ARFIP2	23647
TIGD6	81789
LINC01201	104266960
WAPL	23063
RPL31P52	100271476
LOC100507156	100507156
KRTAP4-4	84616
ABAT	18
INTS6	26512
JAKMIP2-AS1	153469
LOC100288637	100288637
CMTM1	113540
MTND1P1	100499468
MYO5BP2	392335
ZNF888	388559
LINC02090	105371562
RPS4XP11	441550
RN7SL234P	106479307
SLC2A9	56606
RPL21P17	727810
GUSBP1	728411
DNAJA1	3301
PASD1	139135
HSD3B2	3284
C11orf87	399947
ELANE	1991
TMEM267	64417
RP1	6101
FANCD2OS	115795
SMYD3	64754
LINC02387	101929027
TLE2	7089
ASGR2	433
CUTALP	253039
CTSV	1515
LOC100287840	100287840
C1orf52	148423
PRAMEF12	390999
HOXD4	3233
VCPIP1	80124
NSMCE3	56160
OR10Z1	128368
LINC02075	101927207
CLDN20	49861
MED30	90390
ASCL1	429
ITPKC	80271
LARP6	55323
TPM2	7169
COL8A2	1296
KIF18A	81930
STIMATE	375346
RPS10P31	100129939
DMRT2	10655
TXN	7295
FDXACB1	91893
MSL2	55167
AIM2	9447
GPAT4	137964
SMN1	6606
RN7SL487P	106481055
ATE1-AS1	100130887
PRAMEF14	729528
NLRP11	204801
ACER1	125981
DIAPH3-AS1	100874195
TREML3P	340206
RGS7BP	401190
TRIM54	57159
SUMO2P13	106480263
PPP2R1A	5518
VDAC2	7417
RPS2P28	100132673
PCDHB5	26167
USP17L9P	391627
NQO1	1728
VKORC1	79001
RNA5-8SP5	100873335
HSD17B14	51171
RNU6-117P	106481213
DCTN3	11258
PSMC1	5700
STXBP2	6813
ALKBH3-AS1	100507300
PSPN	5623
LOC105373805	105373805
ST3GAL2	6483
RNA5SP96	100873329
PLA2G7	7941
FAM184B	27146
TXNDC12	51060
CDY3P	286556
GPBP1	65056
RN7SL597P	106479440
CCN6	8838
FOXO6-AS1	101929901
EEF1A1P21	100421807
CLEC18A	348174
KRTAP10-3	386682
UGT2A1	10941
LOC100128248	100128248
WIPI1	55062
TNFAIP8L1	126282
TRIM60P14	653794
CD300LB	124599
SNORD82	25826
LOC100129503	100129503
RPL36AP20	100271329
TNKS2	80351
LINC02275	100506085
FCF1P4	106480799
ZNF625	90589
LINC00668	400643
DBIL5P2	100169989
RPL9P10	100270855
MIR17HG	407975
PSMD8	5714
LINC02139	400548
NRTN	4902
DANCR	57291
PYHIN1	149628
RPL21P97	387753
NRCAM	4897
LOC100129344	100129344
BIN2	51411
GTF2H4	2968
HMGB3P18	644502
ACTR3	10096
MGAT4C	25834
LINC01777	284661
LOC101928982	101928982
C12orf66	144577
PRXL2A	84293
FZD4	8322
STK33	65975
USP9YP2	387363
LARS2	23395
EVI2A	2123
HSPA4L	22824
MRPS2	51116
SUSD2P2	729450
LOC389641	389641
MPI	4351
WDR54	84058
MAP1LC3C	440738
ZSCAN12	9753
TFIP11	24144
IFNNP1	654783
DUX4L1	22947
LINC01498	102723562
CARD10	29775
ANKRD33B	651746
ABCG8	64241
C2-AS1	102060414
SLC38A10	124565
ACTRT1	139741
TBC1D20	128637
FASTKD5	60493
EIF3A	8661
RPL22P5	100132479
ARSD	414
CSAG4	100130935
ARHGAP31	57514
SMLR1	100507203
PYDC2	152138
LOC652549	652549
SPATA1	100505741
KRTAP17-1	83902
GJB3	2707
KRT8P6	392552
SEPTIN2P1	100873333
PATZ1	23598
HIP1R	9026
SIRT6	51548
ITIH6	347365
LINC02294	101927062
SHLD2	54537
CHKB	1120
NOL11	25926
RNU1-132P	106481958
RN7SL459P	106479390
FAM161B	145483
RNA5SP56	100873294
PICK1	9463
BHLHE23	128408
B3GALNT2	148789
ANO1	55107
LRCH1	23143
MYO18A	399687
BTBD7	55727
OR4M1	441670
ST7-OT4	338069
GLULP2	2754
SLC5A7	60482
RNU6-382P	106479735
SLFN14	342618
ESPN	83715
ABCB11	8647
PIM1	5292
LINC00869	57234
AGER	177
RNA5SP149	106480437
FRY	10129
KCNK15	60598
LL22NC01-81G9.3	100506241
RPL13AP18	402342
OR4C12	283093
CACYBPP3	106480809
OVCH1-AS1	101055625
SCNN1B	6338
EIF2AP4	100874401
TBCC	6903
LOC101927322	101927322
TNR	7143
OR4K17	390436
ASAH2	56624
TRIM17	51127
LOC100420572	100420572
SPANXN4	441525
LOC107985643	107985643
VPS13A	23230
LARP7P4	100421509
RGPD3	653489
TCF15	6939
RNA5SP108	100873378
RN7SL761P	106479499
YIPF3	25844
PRPSAP2	5636
ANKRD17	26057
OGFOD2	79676
CYP3A51P	1578
C8orf33	65265
ZNF197-AS1	100874094
CLCF1	23529
SLC1A2	6506
MINDY2	54629
OSTF1	26578
RFC2	5982
MTND4LP22	107075102
FNTB	2342
OR2M5	127059
OR7E4P	8585
OR2T29	343563
TSR1	55720
NDUFS7	374291
ZBED9	114821
ZNF565	147929
TSNAXIP1	55815
ADAM33	80332
STAMBP	10617
LOC101927636	101927636
HS6ST2	90161
ZNF169	169841
PLPP1	8611
MTIF2P1	80713
EXD1	161829
RNA5SP156	100873422
TKTL2	84076
PRKRA	8575
DEFB125	245938
LOC101927787	101927787
LINC02683	101928132
RPL7AP71	100271399
LINC01635	101928043
OR7E100P	81430
SCGB2B2	284402
SLC39A3	29985
LINC02116	101929034
ZNF575	284346
OR2B6	26212
SCAT2	112935960
DCLRE1B	64858
LINC01362	103283057
BTBD1	53339
OR5R1	219479
BTNL8	79908
ANKRD39	51239
HSPE1P28	171420
MTND2P38	107075276
MSH5-SAPCD1	100532732
SSR1P2	100131189
RNU7-1	100147744
RNA5SP393	100873646
H4C3	8364
LINC00934	144742
DEAF1	10522
SORBS1	10580
HMGB1P12	100129723
LINC01914	101929723
MTCO2P34	109729142
PROS1	5627
RPL34P35	100271504
PADI1	29943
VCX2	51480
CCDC144NL-AS1	440416
MTA1	9112
SSR3	6747
LINC01883	100996902
RPL23AP4	54029
TMEM204	79652
TESK1	7016
RN7SL801P	106481139
ATM	472
RPL27P3	100128662
MYO1A	4640
TTC25	83538
VMA21	203547
XKRY2	353515
VN1R37P	402273
KXD1	79036
ZNF385C	201181
TRIM64B	642446
TBCK	93627
XCL2	6846
CTDNEP1	23399
RPS9P2	267009
KRT18P58	644030
RNU7-12P	100147760
LINC00536	100859921
SEH1L	81929
SNORD64	347686
BTRC	8945
MEF2C	4208
JAGN1	84522
RPL7AP61	100271539
LOC101928565	101928565
FOXC2-AS1	103752587
OR4S2	219431
RP9	6100
MTCO3P22	100289371
ABCB7	22
RNU6-1125P	106480061
ANTXRL	195977
NDUFB8P2	729565
RPL23AP80	390949
SLC45A1	50651
AGBL4-AS1	101929721
RPL23AP66	100271620
TSPYL6	388951
IFIT1P1	8373
HSP90B1	7184
EFNB2	1948
IQGAP2	10788
PBLD	64081
CFAP52	146845
RNU2-20P	106481640
LOC100289118	100289118
RNU6-1296P	106480132
MTFR1	9650
EIF2AK3-DT	101928403
SFT2D1	113402
HINT3	135114
COLQ	8292
HAVCR1P2	100421002
RN7SL614P	106481089
UCHL3	7347
CRABP2	1382
RPS3AP26	644972
DMBT1	1755
FDPS	2224
RPL17P28	100270940
RPL21P64	100271177
RNA5SP448	106479015
CASC1	55259
PDIA6	10130
LOC100420226	100420226
THBS3	7059
LINC01343	339442
LINC02513	105374410
OR4A43P	390117
FGFBP2	83888
DEPTOR	64798
PTGES3	10728
SNORA70	26778
RPL35P3	728010
CCNB3	85417
TGIF1	7050
RNU7-3P	100147746
MAGEA10	4109
CKB	1152
RNU6ATAC22P	106479553
MARCHF1	55016
LOC439933	439933
RNU6-681P	106481911
VN1R5	317705
ANKS1A	23294
CPNE8	144402
SIGLEC6	946
SLAIN2	57606
RPL10AP5	645998
MMP27	64066
NID2	22795
CBWD6	644019
BTBD8	284697
LOC102723335	102723335
C6orf15	29113
MYOZ3	91977
GRIA3	2892
FAM217A	222826
ZNF408	79797
FKBPL	63943
ZNF513	130557
LOC101928782	101928782
RPSAP36	100128888
ADHFE1	137872
TWF2	11344
RPL10AP4	343301
RNU6-880P	106479955
PCNX4	64430
LINC00334	114042
EEF1GP6	100421733
OR14I1	401994
YY1	7528
LRP12	29967
RPS4XP6	391777
PEF1	553115
LINC02514	105377602
RPL21P66	100271179
ZNF525	170958
CD53	963
PPIAP88	111082971
NOL10	79954
FGD5-AS1	100505641
GPR151	134391
LINC01475	101927324
MRAP2	112609
MRPL50P1	351143
GDF6	392255
RNU6-306P	106479703
CHRNB3	1142
HTR1B	3351
ZNF34	80778
HLA-C	3107
PNOC	5368
LOC114841040	114841040
NXPH1	30010
AVEN	57099
LOC105379252	105379252
DBNDD1	79007
ATG9A	79065
EMC7	56851
APOBR	55911
LINC00410	144776
LOC100128865	100128865
FCRL6	343413
FAM66E	100132103
LOC100289303	100289303
C17orf67	339210
SLC25A6P4	100422690
LOC100419679	100419679
GUCA2A	2980
PAIP2	51247
ITGA8	8516
RPL21P35	100270955
IL17RB	55540
MRPS5P4	359797
LOC100506444	100506444
PIP5K1B	8395
MED15P9	285103
OLFM4	10562
SCML1	6322
SPDYE4	388333
H1-2	3006
ACADL	33
TRIM60P19	100533672
MPPE1	65258
CDY2B	203611
PGBD1	84547
CDC45	8318
LOC105375266	105375266
ZC2HC1C	79696
ABHD3	171586
PGPEP1	54858
RNU6-133P	106481877
ALG14-AS1	101928098
MFSD13B	105371130
RNA5SP516	100873567
CLDN8	9073
SDHB	6390
MTCO1P25	107075167
ASXL3	80816
WASF2	10163
MTCO2P6	107075266
RN7SL797P	106481138
RHOB	388
KRTAP5-8	57830
RNA5SP97	100873330
ROBO3	64221
MFNG	4242
ZMIZ2	83637
OR56B1	387748
RNA5SP221	106480759
OPN5	221391
LOC100420514	100420514
KMT2C	58508
LOC392456	392456
LAMP5-AS1	101929329
CA2	760
CCR3	1232
CASKIN1	57524
EIF4E3	317649
MPHOSPH8	54737
RNU4-51P	106479581
IFNA13	3447
EPHX1	2052
ZNF687-AS1	100507670
RNA5SP21	100873276
TTLL5	23093
AMOT	154796
SLC16A8	23539
OST4	100128731
ZFP36	7538
ZNNT1	115830329
ARHGEF2-AS1	107985210
TEX43	389320
RNU6-20P	106480706
LOC101928087	101928087
RNU6-437P	106479759
TTC28	23331
TAAR7P	503611
UPK1A-AS1	100862728
RSRC1	51319
POLRMTP1	284167
COX8A	1351
CACNA2D3-AS1	100874237
C6orf47	57827
RN7SL258P	106480373
CACTIN-AS1	404665
MTARC2	54996
THG1L	54974
TUBB2B	347733
ZNF727	442319
LINC01033	104355136
LOC100422398	100422398
GUSBP5	441046
MTCO3P30	107075229
LINC00877	285286
ABCA2	20
SPEF1	25876
TMEM223	79064
RPL19P6	100270946
GPC2	221914
RNU6-185P	106481235
ANKRD30BL	554226
MAP3K12	7786
CD151	977
CD164	8763
NHLRC4	283948
RPL27P12	100271302
REXO1L12P	100289448
MEGF11	84465
LOC105377267	105377267
LINC00184	100302691
HMGN1P17	100874443
CEACAM1	634
RC3H1	149041
GOLGA8H	728498
AIF1L	83543
HYAL1	3373
MTMR9	66036
RN7SKP27	106480841
IBTK	25998
DNAH14	127602
LINC02860	285941
METTL24	728464
BRWD1-AS1	100874093
NDRG2	57447
CDCA4	55038
ADM2	79924
LINC00692	285326
LINC02583	101805491
KCNK18	338567
PPP1R32	220004
SNORD121A	100113379
RBBP8P1	100420552
LRRC7	57554
ZBTB5	9925
POLH	5429
PNP	4860
PCDHB6	56130
TRAK2	66008
OR10G9	219870
BPIFB9P	402016
KLHL22	84861
LOC105378137	105378137
CYP46A1	10858
RNU6-684P	106481396
RPS16P2	402069
AFG1L	246269
MED14	9282
SH3PXD2A	9644
ATP5MG	10632
BARX2	8538
LOC101928008	101928008
RNU6-719P	106481913
DLST	1743
OR7E108P	81363
MTA3	57504
SCARNA12	677777
LINC02142	105374644
MALAT1	378938
HTR3E	285242
TSPY9P	728132
LINC01605	100507420
PANTR1	100506421
HNMT	3176
MDS2	259283
LOC106699570	106699570
PSMG1	8624
ZNF875	284459
LCLAT1	253558
LOC100420205	100420205
PTPN13	5783
RPL7AP32	133748
LPGAT1	9926
PKN1	5585
KRT7	3855
C5orf49	134121
RNU6-842P	106481447
RTP4	64108
NLRP14	338323
C2orf50	130813
TM4SF18	116441
CYP2G1P	22952
UBIAD1	29914
MED20	9477
MARCKS	4082
RPS15AP19	646819
AXDND1	126859
PARP4P1	347613
KIF4B	285643
SMYD5	10322
RPL17P3	326286
COMMD3-BMI1	100532731
RNU6-91P	106479606
GAPDHP53	100421318
LOC100134368	100134368
SUV39H1	6839
RNU7-174P	106480829
RNU6-1008P	106481498
HYOU1	10525
CLVS2	134829
FLRT3	23767
TMC6	11322
ASPA	443
GAPDHP16	387491
LINC00563	100861554
RN7SL135P	106480958
TBC1D32	221322
CSNK1A1	1452
SLC30A9	10463
SLC16A3	9123
RNU6-923P	106481471
LOC100507283	100507283
TGFBI	7045
LOC105373876	105373876
RPS2P32	256355
RNA5S14	100169765
LOC100130203	100130203
SULT1B1	27284
ACRP1	645529
PLCD3	113026
RNU1-89P	106480412
SNORA77	677843
OFD1P2Y	378010
CBLN4	140689
SNRPGP8	100874409
RNU6-1184P	106481553
SLCO1C1	53919
MTND4LP24	107075103
CHRAC1	54108
OR7E14P	10819
WNT8B	7479
RPL17P12	100270938
DNMT3B	1789
KLHL21	9903
RNU6-653P	106480397
RNU6-487P	106480393
CPLX2	10814
MRPL16	54948
CDADC1	81602
MYADM	91663
BCAN	63827
RABEPK	10244
LINC02571	105375015
C21orf58	54058
RPS13P4	100271060
CRBN	51185
LINC02783	400743
HSPA8P4	100420028
TPT1P3	100421439
MTCO1P42	107075283
RNU6-739P	106481413
LARS1	51520
RNU6-944P	106479983
IER5	51278
HMGXB3	22993
LOC100419786	100419786
PKD1P2	283955
EXOSC10-AS1	105376736
TMBIM7P	105375396
RNA5SP121	100873391
SMIM21	284274
MRPS24	64951
PARL	55486
RN7SL329P	106479343
LOC101928909	101928909
SRCAP	10847
KCNE2	9992
TMPO	7112
IRAK1BP1	134728
RN7SL4P	6030
PRSS12	8492
MED28P5	106479053
RGMA	56963
DPY19L2P4	442523
LOC100421400	100421400
FBXO43	286151
FAM3C	10447
PHKBP1	5258
MAPKAPK5	8550
DCX	1641
TSEN54	283989
RPL24P4	377381
CENPCP1	1061
LRP3	4037
LOC105378311	105378311
SFTPC	6440
FUNDC2	65991
RNU1-55P	106481954
TMED7	51014
CEP57	9702
DHH	50846
DOP1B	9980
C6orf89	221477
RPS27P26	100271583
TSR3	115939
RN7SL606P	106479443
JKAMPP1	100049717
RIN1	9610
ACTN3	89
PNPLA7	375775
DDI2	84301
RNU6-455P	106479767
MYL3	4634
RNU6-953P	106479988
RPS18P13	100271364
RNU6-942P	106481477
GPR158-AS1	100128811
RPS12P29	728244
RBM44	375316
PRDM14	63978
LY6G5B	58496
PDCL2P2	106480295
RN7SKP1	100873845
ZNF585A	199704
HMGB1P5	10354
RNU1-105P	106480185
BAALC	79870
FXNP2	100418706
ATE1	11101
LINC01015	100507362
GXYLT1P4	100132441
MTCO3P38	107075187
WDR44	54521
PSMG2	56984
BAZ2A	11176
CEL	1056
BIRC5	332
SLC35E3	55508
TTTY15	64595
IFNL3	282617
CD200R1L	344807
EPOR	2057
C9orf135	138255
GORASP1	64689
ZNF586	54807
GSTO1	9446
GGCX	2677
LINC01168	399829
GALNT6	11226
RPS4XP21	126235
EIF1AX	1964
LOC100421775	100421775
RN7SKP128	106479151
FOXP4	116113
DHX37	57647
POLR1C	9533
CLEC17A	388512
THAP1	55145
DNAJC5B	85479
LZTR1	8216
ZFX-AS1	100873922
LOC100287148	100287148
SPATA7	55812
BCL2L10	10017
ALKBH6	84964
MTCL1	23255
SELENOF	9403
DDX11L9	100288486
GCM1	8521
LOC101928052	101928052
